Home,Road,line,linesag,linepz,lineARGH,linekamb,lineavg,linematt,linepig,linens,linecpa,linemass,linemore,linebemiss,linecpar,linepyth,lineelo,lineeff,linehank,linel2,linegabrielle,linel1,linel2h,linefox,lineca,linebihl,linegrid,linesage,linesagp,linejfm,lineimes,lineopen,linestr,lineself,linefly,linegrn,linecoff,linensr,lineesp,lineadler,linetsr,linelog,linevia,linebenson,linemed,lineglenn,linedudley,lineash,lineburl,linestd,vscore,hscore,week,difference
Cincinnati,Buffalo,-1.5,0.94,-2.67,0.25,-0.75,-0.7,2.19,1,3.5,2.7,-0.36,-0.93,-4.7,4.8,-1.8,0.31,0,-2,-1.24,3.55,-0.49,0.94,-3,-1.5,,1,2.99,-1.75,0.8,-2.4,-3,-1.9,2.93,-7,-0.35,1.2,2.9,-1.7,0.68,,0.99,1.98,-2,-0.18,-1,-21,2,1,2.4708890916,33,17,15,-16
Cleveland,San Diego,-10,-4.46,-21.48,-9,-6.54,-6.54,-0.23,-8,-6.5,-2.25,-4.32,-11.24,-10.6,1.87,-8,-5.82,-4.9,-11,-8.6,-0.02,-1.89,0.42,-11,-9.5,,-3,-3.54,-5.51,-7.91,-6,-9,-11.54,-1.39,-12,-5.1,-7.86,-24,-8.5,-4.4,,-8.76,-4.37,-5,-5.91,-13,-1,-2,-11,5.4762693918,21,0,15,-21
Detroit,Minnesota,-3,0.84,-7.29,-1,-1.56,-0.33,1.8,-1,0.25,-2.18,0.06,0.14,-5.3,-0.49,-1.32,3.85,0.19,-3,0.15,2.11,3.41,-8.96,0.25,-2.5,,1,0.91,0.76,-0.43,-1.9,-3,1.95,1.4,-3,0.56,0.22,4.3,0.6,0.52,,-0.53,-1.88,-3,0.21,1,1,0.25,0.25,2.1628464419,28,27,15,-1
Green Bay,Jacksonville,3.5,1.87,4.78,2,5.47,3.98,2.83,7,5,2.3,4.19,3.46,1.2,0.59,5.05,3.6,4.28,6,2.28,3.09,3.61,-1.9,7,3.5,,6,1.94,1.81,6.95,2.2,4,4.63,2.57,6,1.33,2.79,3.3,6.8,3.17,,2.57,6.99,5,3.81,7,-1,4,7,1.9203670124,28,25,15,-3
Indianapolis,Baltimore,8,3.67,18.08,5,9.42,7.48,3.78,11,12,10.77,6.46,6.9,7.3,6.77,5.99,8.51,5.97,9,9.5,3.89,3.91,10.3,13,8,,8,3.01,5.49,10.4,3.4,9,13.78,3.82,8,5.17,7.65,21.4,9.4,6.47,,3.45,7.85,6,7.15,11,-1,8,12,4.2351535753,10,20,15,10
Kansas City,Denver,-1,0.2,3.66,-1,5.52,1.33,1.66,3,4.5,1.5,2.5,0.17,-3.3,1.16,0.03,4.55,1.14,1,1.49,1.67,-2.09,-3.44,5,-0.5,,2,0.14,0.14,2.08,-2.5,0.5,5.25,1.22,-4,1.29,2.21,4.3,2,1.67,,-1.46,1.92,0.25,1.5,4,-3,4,4,2.1506832123,17,45,15,28
Miami,New England,-9.5,-14.55,-24.72,-15,-5.68,-11.46,-4.75,-13,-15.5,-11.61,-9.72,-14.06,-15.1,-12.66,-9.84,-12.24,-5.44,-12,-14.8,-4.79,-8.49,-22.68,-13,-9.5,,-9,-19.58,-11.45,-12,-9.4,-9.5,-14.56,-9.53,-14,-13.94,-14.81,-35,-14.1,-8.24,,-2,-9.36,-10,-12,-13,-1,-4,-15,5.8743049738,28,29,15,1
N.Y. Giants,Pittsburgh,-10,-9.7,-20.15,-10,-7.89,-9.55,-2.96,-7,-8.5,-6.41,-7.76,-9.94,-13.4,-7.36,-6.68,-11.43,-2.47,-12,-11.24,-2.56,-16.49,-12.58,-12,-10,,-4,-13.89,-8.52,-9.46,-8,-10,-13.49,-6.05,-15,-9.52,-11.46,-26.3,-18,-4.57,,-2,-8.54,-10,-9.49,-11,-13,-3,-9,5.1580725958,33,30,15,-3
N.Y. Jets,Seattle,6,9.15,9.86,9,3.92,7.43,6.59,5,9,8.23,8.11,7.39,4.5,6.87,7.04,12.2,4.99,7,12.15,6.45,6.51,6.55,8,6,,2,10.66,7.77,7.4,8.2,6,11.59,8.12,8,10.71,9.69,10.5,9.3,7.23,,11.1,5.65,6,7.4,9,2,6,6,2.2185481545,14,37,15,23
Oakland,Tennessee,2.5,2.48,-4.97,2,0.13,0.87,3,0.25,-4,0.35,0.98,2.37,-4.6,2.35,0.74,1.52,1.24,1,1.29,2.77,5.01,-1.91,-2,2.5,,3,3.14,1.68,-1.34,2.2,0,0.19,3.01,3,0.93,2.12,-5.5,0.2,2.25,,4.74,-1.96,3,1.26,-1,-4,0.25,-1,2.3304558602,35,40,15,5
Philadelphia,Dallas,12.5,17.32,18.99,19,12.64,16.95,8.87,19,22.5,21.25,17.48,19.21,20.4,15.06,17.48,19.8,13.53,15,21.54,8.56,21.51,25.54,23,13.5,,13,17.03,19.2,16.05,14.9,12.5,24.33,11.75,23,17.48,18.35,23.8,16.1,14.02,,2,12.24,22,17.48,22,5,13,21,4.1211299995,7,12,15,5
San Francisco,Washington,-4,-6.85,-1.51,-5,-0.2,-3.97,-1.67,-6,-4,-3.88,-1.97,-5.4,-5.9,-1.86,-1.21,-6.95,0.37,-2,-8.32,-1.2,-8.59,-9.35,-6,-4,,0.25,-5.27,-8.52,-1.5,-3,-4,-9.32,-2.88,-1,-7.02,-5.45,-0.3,-6.5,-2.62,,-7.01,-0.18,-2,-3.44,-9,-2,0.25,-7,2.7522812825,26,16,15,-10
Tampa Bay,New Orleans,7,5.69,7.75,6,6.99,7.83,3.52,9,5.5,11.1,7.87,6.34,8.7,5.33,8.64,7.63,6.8,7,10.16,3.21,10.01,13.29,12,7,,7,3.19,8.56,7.54,3.7,7.5,10.19,4.19,15,6.41,6.6,0.9,5.7,6.4,,2.25,7.73,12,7.68,12,9,8,12,2.7989635563,21,17,15,-4
Cincinnati,N.Y. Giants,6,5.38,5.08,6,3.73,6.04,4.73,7,10,5.61,5.05,5.09,2.1,6.83,4.43,9.1,4,6,8.39,4.02,12.01,2.81,10,6,6.99,3,5.21,5.56,7.35,4.8,6,,4.7,2,5.2,6.37,15.2,11,,,7.02,7.82,4,5.59,8,8,6,7,2.6735680451,22,23,16,1
Dallas,Washington,-2,1.11,-4.33,1,0.9,0.24,2.68,0.25,2,-1.77,0.34,-0.98,-6.2,3.89,-0.78,-1.58,0.6,1,-2.32,3.3,2.91,-1.6,-2,-2,-0.16,3,3.68,-1.83,1.32,-1.8,2,,2.77,4,-0.74,0.87,6.8,-0.3,,,2.64,4.94,-3,0.47,-1,-5,3,1,2.434462248,10,13,16,3
Detroit,Chicago,6,5.51,6.72,3,3.1,4.44,5.99,6,4,2.43,4.35,4.73,0.8,0.67,4.92,6.39,3.86,4,6.5,3.52,10.01,-2.81,6,6,5.46,4,3.83,7.37,2.6,1.4,6,,4.28,7,4.36,3.47,1.5,3.2,,,3.68,4.5,1,4.31,8,1,4,6,1.6724242161,13,19,16,6
Indianapolis,San Diego,7,3.99,5.85,5,5.66,5.99,5.49,10,11,9.15,7.11,5.77,3.6,3.59,4.26,6.8,4.84,6,7.21,3.74,6.01,6.23,10,7,7.62,8,3.54,5.17,7.32,2.3,7,,4.13,8,5.72,5.78,5.1,5,,,1.77,7.96,7,5.81,8,-1,8,9,2.1265391721,31,34,16,3
Jacksonville,Houston,7,5.69,6.97,5,4.87,5.24,5.83,6,5,7.62,5.5,3.07,1.5,7.56,5.08,4,4.08,5,4.11,4.82,6.01,7.9,5,7,6.93,5,6.26,5.14,6.24,4.8,6.5,,4.91,6,4.32,6,12.4,4.4,,,4.4,5.88,7,5.11,5,-2,9,6,1.6411616646,21,0,16,-21
Kansas City,Oakland,7.5,7.23,20.54,10,12.26,10.28,6.76,13,14,16.21,9.37,9.72,8.6,5.95,10.55,12.37,8.91,7,12.96,3.76,12.01,16.92,17,8,12.54,8,4.2,10.58,11.29,4.5,7,,4.85,8,8.63,9.42,12.2,9.5,,,2.12,9.48,9,9.61,18,12,10,16,3.864679077,30,31,16,1
Miami,Cleveland,7.5,1.04,3.72,2,4.3,4.75,0.71,8,-1,7.62,6.63,7.49,-0.5,4.24,4.75,7.35,4.47,5,4.44,1.7,5.01,8.8,11,7,3.62,2,-0.99,2.71,5.65,1.4,6,,1.3,2,2.33,3.32,8.8,5.5,,,-1.27,5.06,8,4.46,12,13,6,9,2.9087050482,7,10,16,3
Minnesota,Green Bay,3,2.65,3.65,3,7.86,1.64,3.15,2,-2,0.14,1.61,0.78,3.6,0.74,2.61,0.96,2.73,3,0.43,3.23,3.01,-4.5,-1,3,3.27,1,2.77,2.52,-0.27,-2,3,,2.86,4,1.92,2.65,-6.9,-2,,,-0.85,0.8,-1,2.26,1,-6,3,0.25,2.5974399642,34,31,16,-3
N.Y. Jets,New England,-2.5,-1.89,2.42,-2,-1.41,-1.19,-0.56,-3,-3,0.31,-1.59,-1.97,-1.2,1.8,1.67,-1.17,1.95,1,-2.15,1.27,-1.99,-2.59,-1,-2.5,-1.29,-3,-2.13,-1.64,-3.68,-3.5,-3,,0.21,-5,-1.96,-1.09,-7.7,-0.4,,,-3.8,1.04,-2,-1.35,-1,-7,2,-3,2.2200939454,23,7,16,-16
New Orleans,Atlanta,4.5,-3.98,-9.21,-5,-5.95,-2.32,-4.48,2,-5,-2.61,-0.83,-3.52,-3.7,-4.23,-1.59,1.48,-0.25,1,-2.59,-0.48,-3.89,-4.29,1,3,-2.92,-2,-4.71,-3.96,-3.72,-4.5,-3,,-1.3,-5,-2.85,-3.91,-7.4,-0.6,,,-6.14,-1.1,-1,-2.6,-1,1,3,-2,2.6358582977,13,26,16,13
Pittsburgh,Baltimore,5.5,6.47,21.01,7,6.53,7.1,9.14,4,0.25,8.93,5.29,4.05,4.3,15.03,5.41,5.97,4.52,9,4.46,6.32,3.91,9.61,6,5.5,6.76,7,13.43,2.93,8.75,8.5,6,,7.14,9,4.51,8.16,27.7,9.7,,,12.97,6.53,6,6.4,6,4,5,5,5.3204256268,7,20,16,13
San Francisco,Buffalo,-11,-13.82,-9.9,-14,-5.87,-11.79,-14.53,-12,-14,-15.83,-9.08,-12.85,-13.4,-11.4,-8.62,-17.02,-5.15,-10,-17.77,-3.45,-17.89,-19.71,-15,-11,-16.02,-4,-11.6,-16.73,-8,-7.3,-10,,-6.14,-10,-14.17,-12.14,-15.6,-17.3,,,-2,-9.39,-8,-12.07,-19,-19,-4,-14,4.0394336265,41,7,16,-34
Seattle,Arizona,7,5.9,9.17,5,4.96,5.95,3.18,7,6,7.69,7.38,3.35,2.4,8.52,5.09,5.07,4.37,6,5.42,4.49,11.01,9.62,6,7,6.25,10,5.41,6.38,8.52,2.8,7.5,,4.76,7,4.1,6.72,13.5,6.1,,,4.79,8.06,9,6,6,-6,9,8,2.2253053775,21,24,16,3
St. Louis,Philadelphia,3,-13.84,-15.16,-14,-5.31,-11,-13.46,-12,-16,-11.98,-8.45,-13.63,-17.2,-9.56,-10.18,-12.97,-6.38,-4,-14.02,-3.98,-18.09,-7.43,-14,1.5,-14.35,-2,-15.7,-14.18,-9.45,-8.1,-2.5,,-6.81,-8,-12.72,-11.38,-20,-14,,,-12.95,-6.2,-11,-12,-15,-12,-4,-13,4.2596903589,7,20,16,13
Tampa Bay,Carolina,3,0.87,-1.7,1,3.77,1.64,0.84,3,2,4.74,2.86,0.24,-0.1,1.46,4.09,1.32,3.56,1,2.36,1.75,-0.89,5.28,5,3,2.37,4,0.26,1.33,0.63,-1.9,3,,1.83,2,0.97,2.15,-1.5,-1.9,,,-1.65,2.25,3,1.79,3,-2,4,2,1.8492561101,37,20,16,-17
Tennessee,Denver,-4,-3.54,-4.17,-4,-0.66,-2.62,-2.76,-2,1,-4.78,-0.56,-4.94,-4.3,-4.98,-2.88,-1.27,-0.79,-5,-3.48,0.91,-8.99,-8.39,0.25,-4,-2.26,-3,-2.28,-4.88,-1.46,-3.5,-4,,-0.21,-6,-2.37,-1.61,-0.3,-0.8,,,-4.39,-1.2,-3,-2.82,-3,-1,3,-3,1.9312917481,37,16,16,-21
Arizona,Tampa Bay,3,1.97,1.46,1,0.07,0.04,4.66,-2,-3,-0.33,-1.26,-0.4,,0.04,0.31,0.68,1.49,2,-0.3,2.98,5.35,8.51,-2,2.5,1.65,1,2,1.93,-1.46,-1.5,-2,,2.26,-2,0.67,0.86,-4.4,-3.5,,,0.34,-4.19,-5,0.07,-1,-1,-1,-4,2.185442668,7,12,17,5
Baltimore,Miami,11,11.69,12.79,9,10.22,9.1,11.3,9,15.5,11.84,8.17,8.31,,9.47,10.08,9.13,6.85,8,10.7,7.45,12.45,14.86,8,11,12.5,8,11.67,11.98,7.9,7.2,10,,8.05,16,9.71,9.63,8.1,4.1,,,8.22,8.16,6,9.13,10,-6,9,10,2.5411021231,23,30,17,7
Buffalo,Pittsburgh,9,-2.12,-0.4,-4,3.58,1.06,-4.13,4,0.5,1.04,1.4,1.93,,-5.98,2.47,4.4,2.38,4,1.51,-1.54,-0.2,5.09,6,7.5,0.33,1,-10.01,2.79,2.1,-4.5,9,,-2.06,-1,0.06,-1.39,-14.4,1,,,-8.41,2.29,1,1.04,8,16,3,4,4.3383974477,29,24,17,-5
Carolina,New Orleans,7.5,5.33,3.98,6,4.28,5.76,5.02,6,6.5,5.95,6.24,6,,0.34,6.97,5.94,5.59,6,8.38,3.52,3.9,-1.88,8,7.5,8.48,7,3.24,7.96,5.64,2.7,7,,4.01,10,5.73,4.93,2.7,3.4,,,1.97,9,7,5.95,7,2,7,9,2.0627552437,21,18,17,-3
Chicago,Green Bay,3,-4.38,-5.1,-5,-1.02,-4.34,-4.03,-6,-7,-8.07,-3.47,-4.57,,-4.29,-3.7,-4.01,-0.36,1,-6.54,-0.1,-8,-14.79,-7,1.5,-3.54,-3,-3.88,-4.92,-4.94,-4.4,-2.5,,-1.11,-7,-2.99,-3.9,-12.9,-8.9,,,-6.45,-4.84,-5,-4.38,-8,-4,-1,-6,2.7758862311,31,14,17,-17
Denver,Indianapolis,8.5,-4.66,-0.62,-4,-0.37,-3.79,-3.98,-7,-11,-8.31,-2.14,-6.27,,-3.56,-1.29,-4.34,-0.94,3,-5.28,0.13,-9.55,-7.83,-8,7,-4.62,-2,-3.92,-6.01,-5.91,-4.6,5.5,,-0.85,-5,-4.7,-4.44,-16,-8.2,,,-3.81,-2.23,-1,-4.34,-6,1,-1,-6,3.683386451,14,33,17,19
Houston,Cleveland,10,7.54,9.34,7,5.78,8.81,7.31,11,6.5,8.33,7.94,12.57,,9.82,8.17,11.63,6.03,9,10.47,5.25,12.1,17.38,12,10,8.35,8,7.84,7.26,8.62,7.4,11,,6.01,13,6.63,9.56,18.6,12.3,,,7.68,7.1,6,8.33,14,9,5,11,2.8141611518,22,14,17,-8
N.Y. Giants,Dallas,2.5,3.42,0.01,3,2.11,2.65,3.01,2,7,4.56,4.2,1.74,,0.5,5.84,4.03,4.86,1,5.53,2.56,-0.55,-0.17,3,2.5,6.35,2,1.12,5.88,0.7,-1.7,1,,2.99,1,4.33,2.76,-4.5,-2.5,,,-1.4,2.01,3,2.99,2,5,4,3,2.5651442567,24,28,17,4
New England,San Francisco,13.5,26.83,18.04,27,22.01,23.05,28.19,25,28,28.42,21.89,24.58,,19.96,19.13,26.92,14.38,17,29.59,13.48,29.45,27.92,27,15,30.3,19,27.23,26.54,21.44,21.9,14.5,,17.2,23,24.61,26.87,38,21.8,,,2,16.96,21,23,31,13,17,29,5.2978218903,7,21,17,14
Oakland,Jacksonville,-1.5,-2.36,-3.47,-2,-0.75,-1.18,-2.13,-1,-6,-4.6,1.29,-1.61,,-0.22,-0.51,2.06,0.8,-3,-1.1,0.66,-1.45,-3.05,1,-1.5,-1.98,-2,-2.25,-2.52,-2.53,-2.9,-1.5,,0.36,-5,-0.93,-0.58,-8.3,-1.7,,,-0.87,0.19,1,-1,-1,-1,1,-1,2.2512907154,13,6,17,-7
Philadelphia,Cincinnati,-3,10.62,5.02,12,6.64,9.4,10.47,12,10.5,10.84,11.28,11.14,,9.25,12.51,7.49,9.65,4,9.32,6.95,12.1,12.29,11,-1.5,11.16,12,11.34,9.98,10.69,8.5,4,,7.27,6,8.41,10.15,8.3,5.4,,,6.84,7.84,16,10,10,-1,10,13,2.3283218761,38,10,17,-28
San Diego,Kansas City,-3,7.48,8.01,10,5.47,6.28,7.94,5,6.5,7.24,5.22,8.09,,6.78,6.7,7.5,5.79,1,7.19,5.85,7.9,13.57,6,-1.5,7.85,6,7.74,7.46,5.23,6.9,3,,5.98,7,6.49,7.88,11.6,5.5,,,5.52,5.69,1,6.78,8,1,4,7,1.7902734974,17,24,17,7
Seattle,Atlanta,5.5,-0.12,3.1,-1,1.79,0.21,0.26,2,-5,0.46,1.56,-2.74,,-3.39,2.51,-0.32,2.75,4,0.92,0.81,-0.2,3.29,2,4,1.78,-1,-2.33,2.03,-1.51,-3.3,6.5,,0.81,-4,-0.22,-0.48,-8.7,-2.7,,,-2.8,1.82,3,0.46,-2,-5,5,1,2.7946940901,26,28,17,2
St. Louis,N.Y. Jets,-3.5,-7.98,-2.02,-7,-1.92,-4.68,-6.02,-2,-10,-11.16,-2.87,-5.62,,-5.63,-5.87,-5.44,-1.95,-1,-10.39,-0.56,-7.9,-4.68,-5,-3.5,-8.89,0.25,-6.19,-10.36,-2.91,-4.5,2,,-2.4,-3,-7.72,-4.64,-2.9,-4.7,,,-4.81,-1.53,-4,-4.64,-6,-3,-1,-3,3.0252610983,29,32,17,3
Tennessee,Detroit,-2.5,-0.02,-0.61,2,1.24,0.66,0.49,1,6,-2.38,3.77,-4.2,,-2.03,1.21,0.23,1.77,-3,3.21,1.83,-1.55,-3.43,1,-1.5,3.03,1,0.77,-0.88,2.22,-1.8,-1,,2.18,5,0.83,2.17,5.7,-0.6,,,0.93,4.31,4,1,-3,-6,7,-1,2.4526856263,19,24,17,5
Washington,Minnesota,-4,-1.61,-1.89,-2,-1.83,0.75,-1.11,3,-1.5,-0.79,0.84,0.95,,-2.76,0.28,4.7,1.29,-1,0.7,1.06,-2,1.63,5,-2.5,0.59,2,-2.53,-0.88,1.78,-2,-6,,0.38,-3,0.27,-0.36,-1.4,2.4,,,-2.95,0.66,3,0.59,5,12,2,2,2.0593410396,18,21,17,3
Green Bay,Minnesota,6,4.65,1.14,6,5.8,5.8,5.42,6,7,1.01,5.72,6.21,,1.56,4.49,7.49,4.04,6,6.17,4.47,5.67,1.7,8,6,5.53,5,5.19,4.12,7.91,5.6,5,,4.31,9,3.71,6.86,15.6,8.6,,,5.44,7.77,7.61,5.8,10,9,7,6,2.7179370135,31,17,18,-14
Indianapolis,Denver,10,7.07,7.07,7,7.92,6.78,6.12,13,16,8.63,5.76,7.16,,4.42,5.61,4.5,5.53,8,6.84,5.06,5,8.92,8,9,8.38,8,6.68,8.11,10.56,4.5,9.5,,5.21,7,5.31,7.25,9.5,7.1,,,4.56,8.67,4.71,7,6,-6,11,12,2.4789457344,24,49,18,25
San Diego,N.Y. Jets,7,3.81,7.77,4,1.7,5.53,4.34,6,8,6.07,3.85,7.69,,5.81,4.71,7.36,4.19,7,6.02,4.16,9.43,5.49,7,7,5.51,6,3.39,4.47,4.84,4.6,4.5,,3.77,6,3.69,7,12.3,8.1,,,3.36,4.84,3.37,5,9,5,5,8,2.0468551993,20,17,18,-3
Seattle,St. Louis,4,4.45,8.56,5,6.96,4.27,3.79,4,7,4.09,3.36,2.94,,5.6,6.48,2.15,5.31,5,5.65,3.38,5,10.98,3,4,5.79,2,2.76,6.69,5.2,1.5,4,,3.55,3,2.86,5.05,5.2,1,,,1.49,3.56,3.67,4,4,3,7,4,1.7873380001,27,20,18,-7
Atlanta,St. Louis,7,3.53,7.82,5,2.76,4.53,5.78,3,14,-1.74,3.88,4.74,,2.92,6.27,2.96,5.07,5,6.12,4.35,5,16.99,3,6.5,6.13,6,3.5,3.77,6.61,2.8,6,,4.32,8,3.77,5.75,10.2,1.6,,,2.81,5.33,2.53,4.74,5,9,5,4,2.7868780374,17,47,19,30
New England,Indianapolis,1.5,6.37,3.07,8,5.07,4.07,5.52,1,0.25,1.98,6.16,1.72,,3.22,4.29,6.72,3.91,4,3.5,4.01,3,6.01,3,2,5.11,3,9.07,3,2.6,5.2,2.5,,5.63,2,5.04,4.16,10.3,0.8,,,6.27,3.89,6.31,3.91,2,5,3,2,2.3481812233,3,20,19,17
Philadelphia,Minnesota,8.5,10.3,0.36,11,3.8,7.74,9.41,8,14,4.75,7.54,7.63,,4.82,8.6,3.35,6.64,9,7.98,6.33,11,9.53,6,8.5,9.97,11,10.09,10.52,9.89,8.2,9,,7.07,3,6.67,9.43,18.1,6.7,,,6.45,7.62,7.31,7.98,6,10,11,10,3.432427662,14,27,19,13
Pittsburgh,N.Y. Jets,9,6.46,9.29,7,4.6,6.99,8.79,7,7,3.26,5.89,7.58,,7.76,5.4,8.45,4.1,11,4.48,6.39,5.43,6.7,7,9,7.33,7,12.51,4.11,9.34,8.4,8.5,,6.99,6,5.04,7.78,22.4,9.5,,,9.89,5.52,6.21,7,9,9,6,5,3.451590821,17,20,19,3
Philadelphia,Atlanta,6,9.36,3.55,8,3.7,6.78,8.07,9,9,7.13,7.25,6.88,,5.07,8.01,4.36,6.58,6,5.71,5.49,9.67,15.27,6,6,9.93,8,8.3,10.39,6.19,4.1,4.5,,6.17,6,6.02,6.86,-0.1,2.5,,,2.72,7.05,8,6.86,5,-1,14,10,2.2916320541,10,27,20,17
Pittsburgh,New England,-3,-0.21,2.75,1,2,0.39,2.68,0.25,0.25,-1.4,-0.96,-1.44,,2.66,0.84,-0.3,0.79,1,-2.67,3.94,-6.33,-1.94,-2,-2,0.99,2,5.64,-1.57,2.11,2.7,-2,,2.93,-2,-1.49,0.85,6.4,2.6,,,3.88,-0.82,-2,0.84,1,3,0.25,-5,2.1517020528,41,27,20,-14
Philadelphia,New England,-7,-6.67,-5.74,-5,-2.68,-5.68,,-4,-2,-7.65,-6.57,-4.57,,-7.08,-1.28,-11.79,-0.82,-6,-10.55,-2.14,-6.67,-14.82,-9,-7,-7.14,-0.25,-9.61,-5.28,-5.5,-3.1,-6,,-3.82,-14,-8.02,-5.58,-14.1,-7.7,,,-2.32,,-2.26,-5.74,-8,2,-5,-6,3.5662218051,24,21,22,-3
